,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
3392,58574,tt1515091,2.579776,125000000,334615000,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.|Jude Law|Jared Harris|Noomi Rapace|Kelly Reilly,http://sherlockholmes2.warnerbros.com/index.html,Guy Ritchie,The Game is Afoot.,detective inspector|steampunk|criminal mastermind,"There is a new criminal mastermind at large--Professor Moriarty--and not only is he Holmesâ€™ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",129,Adventure|Action|Crime|Mystery,Village Roadshow Pictures|Silver Pictures|Lin Pictures|Warner Bros.|Wigram Productions,11/22/11,2710,6.9,2011,121174755.323934,324375126.021745
3393,49013,tt1216475,2.454226,200000000,559852396,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,http://www.disney.go.com/cars/,John Lasseter|Brad Lewis,Ka-ciao!,car race|sequel|comedy|animation|best friend,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Pixar Animation Studios,6/11/11,1277,5.8,2011,193879608.518294,542719816.822545
3394,44912,tt1133985,2.4198049999999998,200000000,219851172,Green Lantern,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Tim Robbins|Mark Strong,http://greenlanternmovie.warnerbros.com/,Martin Campbell,"In our darkest hour, there will be light.",dc comics|transformation|superhero|alien|alien infection,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",114,Adventure|Action|Thriller|Science Fiction,De Line Pictures|Warner Bros.|DC Entertainment,6/16/11,1654,5.1,2011,193879608.518294,213123295.798241
3395,45243,tt1411697,2.4115330000000004,80000000,254455986,The Hangover Part II,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,http://hangoverpart2.warnerbros.com/,Todd Phillips,The Wolfpack Is Back,sun glasses|interpol|undercover cop|hangover|duringcreditsstinger,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",102,Comedy,Legendary Pictures|Living Films|Green Hat Films|Warner Bros.,5/25/11,2601,6.1,2011,77551843.4073177,246669134.754083
3396,41630,tt1411238,2.2525049999999998,25000000,147780440,No Strings Attached,Natalie Portman|Ashton Kutcher|Greta Gerwig|Kevin Kline|Olivia Thirlby,http://www.nostringsattachedmovie.com/,Ivan Reitman,Friendship has its benefits.,alcohol|waitress|cemetery|casual meeting|restaurant,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",108,Comedy|Romance,"Paramount Pictures|Spyglass Entertainment|Katalyst Films|Cold Spring Pictures|Montecito Picture Company, The",1/12/11,859,6.1,2011,24234951.064786803,143258069.269306
3397,17578,tt0983193,2.2343,130000000,371940071,The Adventures of Tintin,Jamie Bell|Andy Serkis|Daniel Craig|Nick Frost|Simon Pegg,http://www.us.movie.tintin.com/,Steven Spielberg,"This year, discover how far adventure will take you.",riddle|captain|treasure|liquor|treasure hunt,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",107,Adventure|Animation|Action|Family|Mystery,Paramount Pictures|Columbia Pictures|WingNut Films|Amblin Entertainment|Nickelodeon Movies,10/25/11,1448,6.6,2011,126021745.536891,360557976.788733
3398,55721,tt1478338,2.208685,32500000,288383523,Bridesmaids,Kristen Wiig|Rose Byrne|Maya Rudolph|Wendi McLendon-Covey|Ellie Kemper,http://www.bridesmaidsmovie.com/,Paul Feig,Save the date,competition|tattoo|alcohol|jealousy|fight,"Annieâ€™s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillianâ€™s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, sheâ€™ll show Lillian and her bridesmaids just how far youâ€™ll go for someone you love.",125,Romance|Comedy,Universal Pictures|Relativity Media|Apatow Productions,4/28/11,1145,6.5,2011,31505436.3842228,279558422.711832
3399,48988,tt0480687,2.164361,36000000,83160734,Hall Pass,Owen Wilson|Jason Sudeikis|Jenna Fischer|Christina Applegate|Nicky Whelan,http://hallpassmovie.warnerbros.com/,Bobby Farrelly|Peter Farrelly,"One Week, No Rules",wife husband relationship|daydream|marriage|freedom|friends,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",105,Comedy,New Line Cinema|Conundrum Entertainment,2/25/11,423,5.4,2011,34898329.533293,80615852.76007009
3400,37686,tt1650062,2.0267169999999997,50000000,260095987,Super 8,Joel Courtney|Elle Fanning|Riley Griffiths|Kyle Chandler|Ryan Lee,http://www.super8-movie.com/,J.J. Abrams,It Arrives.,secret|train crash|pistol|firecracker|duringcreditsstinger,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",112,Thriller|Science Fiction|Mystery,Paramount Pictures|Amblin Entertainment|Bad Robot|K/O Camera Toys,6/8/11,1527,6.6,2011,48469902.129573606,252136540.68369702
3401,23629,tt0978764,1.9728259999999997,82000000,89792502,Sucker Punch,Emily Browning|Abbie Cornish|Jena Malone|Vanessa Hudgens|Jamie Chung,http://suckerpunchmovie.warnerbros.com,Zack Snyder,You Will Be Unprepared.,brothel|fantasy|asylum|reality|escape,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",110,Action|Fantasy|Thriller,Legendary Pictures|Warner Bros.|Lennox House Films|Cruel and Unusual Films,3/24/11,1007,5.9,2011,79490639.49250071,87044675.6781908
3402,49730,tt1486185,1.934043,42000000,89162162,Red Riding Hood,Amanda Seyfried|Gary Oldman|Billy Burke|Shiloh Fernandez|Max Irons,http://www.redridinghoodmovie.com/,Catherine Hardwicke,Who's afraid?,winter|fantasy|fairy tale|hood|werewolf,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry the wealthy Henry. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",100,Thriller,Appian Way|Warner Bros.|Random Films,3/11/11,533,5.5,2011,40714717.7888418,86433625.3160237
3403,50619,tt1324999,1.888096,110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,http://www.breakingdawn-themovie.com/,Bill Condon,Forever is just the beginning,based on novel|werewolf|duringcreditsstinger,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",117,Adventure|Fantasy|Romance,Summit Entertainment|Sunswept Entertainment|Total Entertainment|TSBD Canada Productions|Zohar International,3/15/11,1658,5.8,2011,106633784.685061,690378003.1951361
3407,8967,tt0478304,1.821261,32000000,54674226,The Tree of Life,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,http://www.twowaysthroughlife.com/,Terrence Malick,Nothing stands still.,red hair|sun|telegram|tree|meteor,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",139,Drama|Fantasy,Fox Searchlight,5/18/11,582,6.5,2011,31020737.362927098,53001087.6646037
3408,46529,tt1464540,1.794214,50000000,144492830,I Am Number Four,Alex Pettyfer|Timothy Olyphant|Teresa Palmer|Dianna Agron|Callan McAuliffe,http://www.findnumberfour.com/,D.J. Caruso,Three like him have already been killedâ€¦he is Number Four.,secret identity|alien|teenage boy|teenage hero|alien teenagers,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",109,Action|Thriller|Science Fiction|Adventure,DreamWorks SKG|Reliance BIG Entertainment|Bay Films|Touchstone Pictures,2/18/11,1016,6.0,2011,48469902.129573606,140071066.570502
3409,46195,tt1436562,1.710793,90000000,484635760,Rio,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jane Lynch|Will.i.am,http://www.riomovies.com/,Carlos Saldanha,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,brazil|pet|bird|musical|canary,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",96,Animation|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation,4/3/11,1530,6.5,2011,87245823.83323249,469804957.11383
3410,74643,tt1655442,1.6444720000000002,15000000,133432856,The Artist,Jean Dujardin|BÃ©rÃ©nice Bejo|John Goodman|James Cromwell|Penelope Ann Miller,http://www.warnerbros.fr/the-artist,Michel Hazanavicius,A Breath Of Fresh Vintage Air,film producer|film history|movie studio|hollywood|dog,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",100,Drama|Comedy|Romance,France 3 CinÃ©ma|La Petite Reine|Studio 37|uFilm|Jouror Productions,5/15/11,651,7.2,2011,14540970.638872,129349549.423789
3411,38317,tt1222817,1.64314,80000000,169852759,Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,http://www.zookeeper-movie.com/,Frank Coraci,Welcome to his jungle.,talking animal|interracial kiss|scientist|german accent|ostrich,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",102,Comedy|Romance|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Broken Road Productions|Metro-Goldwyn-Mayer (MGM),7/6/11,327,5.4,2011,77551843.4073177,164654932.103361
3412,49849,tt0409847,1.6402560000000002,163000000,174822325,Cowboys & Aliens,Daniel Craig|Olivia Wilde|Harrison Ford|Sam Rockwell|Walton Goggins,http://www.cowboysandaliensmovie.com/,Jon Favreau,First Contact. Last Stand.,robbery|sheriff|arizona|laser|outlaw,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",119,Action|Science Fiction|Thriller|Western,Imagine Entertainment|DreamWorks SKG|Universal Pictures|platinum studios|Reliance Entertainment,7/29/11,1363,5.4,2011,158011880.94241002,169472419.65629
3414,57212,tt1568911,1.592819,66000000,177584879,War Horse,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell|Emily Watson|Jeremy Irvine,http://www.warhorsemovie.com/,Steven Spielberg,Separated by War. Tested by Battle. Bound by Friendship.,world war i|horse|farm life|execution|trapped,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",146,Drama|War,"DreamWorks SKG|Amblin Entertainment|Reliance Entertainment|Kennedy/Marshall Company, The",12/25/11,611,6.9,2011,63980270.8110371,172150434.096443
3415,40807,tt1306980,1.531633,8000000,39187783,50/50,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,http://www.50-50themovie.com/,Jonathan Levine,It takes a pair to beat the odds.,painter|father-son relationship|therapist|cancer|psychologist,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",100,Comedy|Drama,Summit Entertainment|Mandate Pictures,9/30/11,773,6.8,2011,7755184.34073177,37988560.1336993
3416,44896,tt1192628,1.499109,135000000,245724603,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,http://www.rangomovie.com/,Gore Verbinski,Heroes come in all different colors.,sheriff|nevada|pet|rango|chameleon,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",107,Animation|Comedy|Family|Western|Adventure,Paramount Pictures|Nickelodeon Movies|GK Films|Blind Wink|Paramount Animation,3/2/11,1385,6.5,2011,130868735.749848,238204949.164766
3417,49520,tt1488555,1.493933,52000000,75450437,The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,http://www.thechangeupmovie.com/,David Dobkin,Who says men can't change?,jealousy|chance|wish|change|man change,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes and they switch bodies.",112,Comedy,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,8/5/11,440,5.9,2011,50408698.2147565,73141505.9404712
3418,44826,tt0970179,1.488615,170000000,185770160,Hugo,Asa Butterfield|ChloÃ« Grace Moretz|Ben Kingsley|Sacha Baron Cohen|Jude Law,http://www.hugomovie.com/,Martin Scorsese,One of the most legendary directors of our time takes you on an extraordinary adventure.,library|clock|film director|key|toy,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",126,Adventure|Drama|Family,Paramount Pictures|Infinitum Nihil|GK Films,11/22/11,1257,6.8,2011,164797667.24055,180085229.47590402
3419,50348,tt1189340,1.482692,40000000,85412898,The Lincoln Lawyer,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas,http://www.thelincolnlawyermovie.com/,Brad Furman,This Case is a Dangerous Game of Life and Death,judge|arrest|jury|private investigator|surprise ending,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,119,Crime|Drama|Thriller,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,3/17/11,582,6.9,2011,38775921.7036588,82799096.133265
3420,71676,tt1071875,1.4810159999999999,57000000,149217355,Ghost Rider: Spirit of Vengeance,Nicolas Cage|CiarÃ¡n Hinds|Violante Placido|Fergus Riordan|Johnny Whitworth,http://www.thespiritofvengeance.com/,Mark Neveldine|Brian Taylor,He Rides Again.,skeleton|biker|superhero|motorcycle|dark hero,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",95,Action|Fantasy|Thriller,Columbia Pictures|Imagenation Abu Dhabi FZ|Marvel Entertainment|Marvel Knights|Hyde Park Entertainment,12/10/11,752,4.7,2011,55255688.4277139,144651011.857676
3421,51828,tt1563738,1.4703629999999999,15000000,59389433,One Day,Anne Hathaway|Jim Sturgess|Patricia Clarkson|Romola Garai|Heida Reed,http://www.focusfeatures.com/one_day,Lone Scherfig,Twenty years. Two people.,based on novel|comedian|job|love|male female relationship,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",107,Drama|Romance,Film 4|Color Force,3/2/11,591,6.9,2011,14540970.638872,57572000.1008174
3423,48171,tt1161864,1.465299,37000000,96047633,The Rite,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Toby Jones|CiarÃ¡n Hinds,http://whatdoyoubelieve.warnerbros.com/,Mikael HÃ¥fstrÃ¶m,You can only defeat it when you believe.,vatican|violinist|hospital|miscarriage|exorcist,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While heâ€™s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devilâ€™s reach even to one of the holiest places on Earth.",114,Drama|Thriller|Horror,New Line Cinema|Contrafilm|Mid Atlantic Films|Hungarian National Film Office|Lazio Film Commission,1/28/11,320,5.7,2011,35867727.5758844,93108387.42574409
3424,51162,tt1449283,1.425344,30000000,14460000,Winnie the Pooh,Jim Cummings|Travis Oates|Jim Cummings|Bud Luckey|Craig Ferguson,http://disney.go.com/pooh/home/,Stephen Anderson|Don Hall,Oh Pooh.,owl|tiger|aftercreditsstinger|duringcreditsstinger,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",63,Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,4/13/11,174,6.8,2011,29081941.277744103,14017495.695872597
3425,52451,tt1509767,1.407986,75000000,132274484,The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,http://www.threemusketeers-movie.com/,Paul W.S. Anderson,Every legend has a new beginning.,number in title|historical fiction|musketeer|17th century|3d,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,110,Adventure|Action|Thriller|Comedy,Impact Pictures|Studio Babelsberg|Nouvelles Ã‰ditions de Films (NEF)|New Legacy|Constantin Film Produktion,8/31/11,589,5.5,2011,72704853.1943604,128226625.874397
3430,38321,tt0822847,1.344998,60000000,78309131,Priest,Paul Bettany|Cam Gigandet|Karl Urban|Lily Collins|Maggie Q,http://www.priest-themovie.com/,Scott Stewart,Vampire Killer,crucifixion|post-apocalyptic|dystopia|disobey|niece,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",87,Action|Fantasy|Horror|Science Fiction|Thriller,Screen Gems|Stars Road Entertainment|Buckaroo Entertainment|Michael De Luca Productions|TOKYOPOP,5/5/11,439,5.3,2011,58163882.555488296,75912718.30843921
3431,51052,tt1430607,1.301204,0,0,Arthur Christmas,James McAvoy|Hugh Laurie|Bill Nighy|Jim Broadbent|Imelda Staunton,http://www.arthurchristmas.com/,Sarah Smith|Barry Cook,Ever wonder how 2 Billion presents get delivered all in 1 night?,holiday|santa claus|duringcreditsstinger|woman director|christmas,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed â€˜acceptableâ€™ to all but one â€“ Arthur. Arthur Claus is Santaâ€™s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.",97,Drama|Animation|Family|Comedy,Columbia Pictures|Aardman Animations|Sony Pictures Animation,2/22/11,225,6.6,2011,0.0,0.0
3432,57157,tt1625346,1.2851059999999999,12000000,22939027,Young Adult,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe,http://www.youngadultmovie.com/,Jason Reitman,Everyone gets old. Not everyone grows up.,jealousy|dark comedy|writer|divorce,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",94,Comedy|Drama|Romance,Paramount Pictures|Denver and Delilah Productions|Indian Paintbrush,12/16/11,219,5.2,2011,11632776.5110976,22237047.872752897
3433,59440,tt1291584,1.246852,25000000,23057115,Warrior,Tom Hardy|Jennifer Morrison|Nick Nolte|Joel Edgerton|Frank Grillo,http://www.warriorfilm.com/index2.html,Gavin O'Connor,Fight for Family,bank|training|beating|teacher|mixed martial arts,"An ex-Marine haunted by a tragic past, Tommy Riordan (Tom Hardy) returns to his hometown of Pittsburgh and enlists his father (Nick Nolte), a recovering alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path toward the title prize, his brother Brendan (Joel Edgerton), a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense winner-take-all battle of their lives.",140,Action|Drama,Solaris Film|Lionsgate|Mimran Schur Pictures|Filmtribe,9/9/11,768,7.6,2011,24234951.064786803,22351522.1488064
3434,59965,tt1600195,1.2465950000000001,35000000,82087155,Abduction,Taylor Lautner|Lily Collins|Alfred Molina|Jason Isaacs|Maria Bello,http://www.abductionthefilm.com/,John Singleton,They stole his life. He's taking it back.,cia|airport|hero|fight|time bomb,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,106,Thriller|Action|Mystery,Lions Gate Films|Vertigo Entertainment|Gotham Group|Tailor Made|Mango Farms,9/22/11,631,5.5,2011,33928931.490701504,79575127.3789028
3435,48138,tt1401152,1.246283,30000000,130786397,Unknown,Liam Neeson|Diane Kruger|January Jones|Aidan Quinn|Bruno Ganz,http://unknownmovie.warnerbros.com/,Jaume Collet-Serra,Take Back Your Life,taxi|hotel|coma|taxi driver|prince,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",113,Action|Mystery|Thriller,Studio Babelsberg|StudioCanal|Dark Castle Entertainment|TF1 Films Production|Canal+,2/16/11,779,6.4,2011,29081941.277744103,126784077.24939099
3436,38050,tt1385826,1.241191,50200000,127869379,The Adjustment Bureau,Matt Damon|Emily Blunt|John Slattery|Anthony Mackie|Lauren Hodges,http://www.theadjustmentbureau.com/,George Nolfi,Fight for your fate.,hotel|dancer|hat|senator|future,"A man glimpses the future Fate has planned for him â€“ and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",106,Thriller|Romance|Fantasy,Universal Pictures|Media Rights Capital|Gambit Pictures|Electric Shepherd Productions,3/3/11,1097,6.4,2011,48663781.7380919,123956325.70998701
3437,37958,tt1253864,1.240414,75000000,226904017,Immortals,Mickey Rourke|Kellan Lutz|Isabel Lucas|Henry Cavill|Luke Evans,http://www.immortalsmovie.com/splash/,Tarsem Singh,The Gods need a hero.,poison|army|zeus|poseidon|spear,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",110,Fantasy|Action|Drama,Virgin Produced|Mark Canton Productions,11/10/11,596,5.6,2011,72704853.1943604,219960309.935942
3438,60420,tt1758692,1.22871,250000,3542353,Like Crazy,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,http://www.likecrazy.com/,Drake Doremus,I Want You. I Need You. I Love You. I Miss You.,chair|written by director|customs|student visa|parents,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",90,Drama|Romance,Paramount Vantage|Andrea Sperling Productions|Indian Paintbrush|Super Crispy Entertainment|Ascension Productions,10/28/11,257,6.4,2011,242349.510647868,3433950.06436803
3439,59861,tt1583420,1.21550499999999,30000000,36160375,Larry Crowne,Tom Hanks|Julia Roberts|Bryan Cranston|Cedric the Entertainer|Pam Grier,http://www.larrycrowne.com/,Tom Hanks,Rediscover life and love,classroom|college|teacher|diner|loss of job,"After losing his job, a middle-aged man reinvents himself by going back to college.",98,Comedy|Romance|Drama,Universal Pictures|Playtone Productions|Vendome Pictures,6/30/11,218,5.6,2011,29081941.277744103,35053796.744373605
3440,39513,tt1092026,1.21340499999999,40000000,97552050,Paul,Seth Rogen|Simon Pegg|Nick Frost|Jason Bateman|Kristen Wiig,http://paulthemovie.co.uk/,Greg Mottola,Who's up for a close encounter?,san diego|area 51|alien space craft|hit with a chair|shot in the knee,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries heâ€™s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",104,Adventure|Comedy|Science Fiction,Universal Pictures|Big Talk Productions|Relativity Media|Working Title Films,2/14/11,1143,6.4,2011,38775921.7036588,94566766.3207854
3442,69798,tt1716772,1.20877099999999,0,88025781,The Inbetweeners Movie,Simon Bird|James Buckley|Blake Harrison|Lydia Rose Bewley|Laura Haddock,https://itunes.apple.com/us/movie/the-inbetweeners/id586818977?ign-mpt=uo%3D4,Ben Palmer,This year four boys become men.,holiday|british youth|briton abroad,"High school graduation just wouldnâ€™t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least thatâ€™s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy.",97,Comedy,Channel 4 Television Corporation,8/19/11,204,6.2,2011,0.0,85332019.7989856
